,numero_viagem_da_linha_no_dia,ordem_veiculo_na_linha_no_dia,duracao_total_realizada,nome_linha,atendimento,empresa,numero_ordem_veiculo,numero_linha,hora_prevista,hora_realizada,duracao_prevista,duracao_realizada,sentido_viagem
116,117,1,18.0,Conj. Maceió I X Terminal Eust. Gomes,"Conj. Maceió I X T. E. Gomes, G. Jardins (Cartão)",Real Transportes Urbanos Ltda.,4085,4012,2020-10-04 12:00:00,2020-10-04 11:57:00,12,11.0,ida
117,118,1,18.0,Conj. Maceió I X Terminal Eust. Gomes,"Conj. Maceió I X T. E. Gomes, G. Jardins (Cartão)",Real Transportes Urbanos Ltda.,4085,4012,2020-10-04 12:12:00,2020-10-04 12:09:00,13,6.0,volta
118,119,1,19.0,Conj. Maceió I X Terminal Eust. Gomes,"Conj. Maceió I X T. E. Gomes, G. Jardins (Cartão)",Real Transportes Urbanos Ltda.,4085,4012,2020-10-04 13:00:00,2020-10-04 12:57:00,12,12.0,ida
119,120,1,19.0,Conj. Maceió I X Terminal Eust. Gomes,"Conj. Maceió I X T. E. Gomes, G. Jardins (Cartão)",Real Transportes Urbanos Ltda.,4085,4012,2020-10-04 13:12:00,2020-10-04 13:10:00,13,6.0,volta
120,121,1,17.0,Conj. Maceió I X Terminal Eust. Gomes,"Conj. Maceió I X T. E. Gomes, G. Jardins (Cartão)",Real Transportes Urbanos Ltda.,4085,4012,2020-10-04 14:00:00,2020-10-04 13:58:00,12,10.0,ida
121,122,1,17.0,Conj. Maceió I X Terminal Eust. Gomes,"Conj. Maceió I X T. E. Gomes, G. Jardins (Cartão)",Real Transportes Urbanos Ltda.,4085,4012,2020-10-04 14:12:00,2020-10-04 14:09:00,13,6.0,volta
122,123,1,16.0,Conj. Maceió I X Terminal Eust. Gomes,"Conj. Maceió I X T. E. Gomes, G. Jardins (Cartão)",Real Transportes Urbanos Ltda.,4214,4012,2020-10-04 15:00:00,2020-10-04 15:03:00,12,9.0,ida
123,124,1,16.0,Conj. Maceió I X Terminal Eust. Gomes,"Conj. Maceió I X T. E. Gomes, G. Jardins (Cartão)",Real Transportes Urbanos Ltda.,4214,4012,2020-10-04 15:12:00,2020-10-04 15:13:00,13,6.0,volta
124,125,1,17.0,Conj. Maceió I X Terminal Eust. Gomes,"Conj. Maceió I X T. E. Gomes, G. Jardins (Cartão)",Real Transportes Urbanos Ltda.,4214,4012,2020-10-04 16:00:00,2020-10-04 15:57:00,12,9.0,ida
125,126,1,17.0,Conj. Maceió I X Terminal Eust. Gomes,"Conj. Maceió I X T. E. Gomes, G. Jardins (Cartão)",Real Transportes Urbanos Ltda.,4214,4012,2020-10-04 16:12:00,2020-10-04 16:07:00,13,7.0,volta
126,127,1,16.0,Conj. Maceió I X Terminal Eust. Gomes,"Conj. Maceió I X T. E. Gomes, G. Jardins (Cartão)",Real Transportes Urbanos Ltda.,4214,4012,2020-10-04 17:00:00,2020-10-04 16:57:00,12,9.0,ida
127,128,1,16.0,Conj. Maceió I X Terminal Eust. Gomes,"Conj. Maceió I X T. E. Gomes, G. Jardins (Cartão)",Real Transportes Urbanos Ltda.,4214,4012,2020-10-04 17:12:00,2020-10-04 17:07:00,13,6.0,volta
128,129,1,19.0,Conj. Maceió I X Terminal Eust. Gomes,"Conj. Maceió I X T. E. Gomes, G. Jardins (Cartão)",Real Transportes Urbanos Ltda.,4214,4012,2020-10-04 18:00:00,2020-10-04 18:00:00,12,10.0,ida
129,130,1,19.0,Conj. Maceió I X Terminal Eust. Gomes,"Conj. Maceió I X T. E. Gomes, G. Jardins (Cartão)",Real Transportes Urbanos Ltda.,4214,4012,2020-10-04 18:12:00,2020-10-04 18:12:00,13,7.0,volta
130,131,1,19.0,Conj. Maceió I X Terminal Eust. Gomes,"Conj. Maceió I X T. E. Gomes, G. Jardins (Cartão)",Real Transportes Urbanos Ltda.,4214,4012,2020-10-04 19:00:00,2020-10-04 18:56:00,12,11.0,ida
131,132,1,19.0,Conj. Maceió I X Terminal Eust. Gomes,"Conj. Maceió I X T. E. Gomes, G. Jardins (Cartão)",Real Transportes Urbanos Ltda.,4214,4012,2020-10-04 19:12:00,2020-10-04 19:09:00,13,6.0,volta
132,133,1,,Conj. Maceió I X Terminal Eust. Gomes,"Conj. Maceió I X T. E. Gomes, G. Jardins (Cartão)",Real Transportes Urbanos Ltda.,4214,4012,2020-10-04 20:00:00,2020-10-04 20:18:00,12,-9.0,ida
133,134,1,,Conj. Maceió I X Terminal Eust. Gomes,"Conj. Maceió I X T. E. Gomes, G. Jardins (Cartão)",Real Transportes Urbanos Ltda.,4214,4012,2020-10-04 20:12:00,2020-10-04 20:10:00,13,7.0,volta
134,135,1,19.0,Conj. Maceió I X Terminal Eust. Gomes,"Conj. Maceió I X T. E. Gomes, G. Jardins (Cartão)",Real Transportes Urbanos Ltda.,4214,4012,2020-10-04 21:00:00,2020-10-04 21:03:00,12,11.0,ida
135,136,1,19.0,Conj. Maceió I X Terminal Eust. Gomes,"Conj. Maceió I X T. E. Gomes, G. Jardins (Cartão)",Real Transportes Urbanos Ltda.,4214,4012,2020-10-04 21:12:00,2020-10-04 21:15:00,13,7.0,volta
136,137,1,20.0,Conj. Maceió I X Terminal Eust. Gomes,"Conj. Maceió I X T. E. Gomes, G. Jardins (Cartão)",Real Transportes Urbanos Ltda.,4214,4012,2020-10-04 22:00:00,2020-10-04 22:03:00,12,11.0,ida
137,138,1,20.0,Conj. Maceió I X Terminal Eust. Gomes,"Conj. Maceió I X T. E. Gomes, G. Jardins (Cartão)",Real Transportes Urbanos Ltda.,4214,4012,2020-10-04 22:12:00,2020-10-04 22:15:00,13,8.0,volta
138,139,1,,Conj. Maceió I X Terminal Eust. Gomes,"Conj. Maceió I X T. E. Gomes, G. Jardins (Cartão)",Real Transportes Urbanos Ltda.,4214,4012,2020-10-04 23:00:00,2020-10-04 23:09:00,12,-6.0,ida
139,140,1,,Conj. Maceió I X Terminal Eust. Gomes,"Conj. Maceió I X T. E. Gomes, G. Jardins (Cartão)",Real Transportes Urbanos Ltda.,4214,4012,2020-10-04 23:12:00,2020-10-04 23:04:00,13,5.0,volta
140,141,1,140.0,Eustáquio Gomes X Iguatemi,E. Gomes X Iguatemi /  Via Centro,Real Transportes Urbanos Ltda.,4201,607,2020-10-04 05:30:00,2020-10-04 05:27:00,60,78.0,ida
141,142,1,140.0,Eustáquio Gomes X Iguatemi,E. Gomes X Iguatemi /  Via Centro,Real Transportes Urbanos Ltda.,4201,607,2020-10-04 06:30:00,2020-10-04 06:45:00,60,62.0,volta
142,143,2,133.0,Eustáquio Gomes X Iguatemi,E. Gomes X Iguatemi (Somente Cartão),Real Transportes Urbanos Ltda.,4207,607,2020-10-04 06:30:00,2020-10-04 06:26:00,60,76.0,ida
143,144,2,133.0,Eustáquio Gomes X Iguatemi,E. Gomes X Iguatemi (Somente Cartão),Real Transportes Urbanos Ltda.,4207,607,2020-10-04 07:30:00,2020-10-04 07:42:00,60,57.0,volta
144,145,3,147.0,Eustáquio Gomes X Iguatemi,E. Gomes X Iguatemi /  Via Centro,Real Transportes Urbanos Ltda.,4204,607,2020-10-04 08:00:00,2020-10-04 07:57:00,60,84.0,ida
145,146,3,147.0,Eustáquio Gomes X Iguatemi,E. Gomes X Iguatemi /  Via Centro,Real Transportes Urbanos Ltda.,4204,607,2020-10-04 09:00:00,2020-10-04 09:21:00,60,63.0,volta
146,147,2,133.0,Eustáquio Gomes X Iguatemi,E. Gomes X Iguatemi (Somente Cartão),Real Transportes Urbanos Ltda.,4207,607,2020-10-04 09:30:00,2020-10-04 09:19:00,60,76.0,ida
147,148,2,133.0,Eustáquio Gomes X Iguatemi,E. Gomes X Iguatemi (Somente Cartão),Real Transportes Urbanos Ltda.,4207,607,2020-10-04 10:30:00,2020-10-04 10:36:00,60,56.0,volta
148,149,1,135.0,Eustáquio Gomes X Iguatemi,E. Gomes X Iguatemi /  Via Centro,Real Transportes Urbanos Ltda.,4201,607,2020-10-04 10:30:00,2020-10-04 10:28:00,60,77.0,ida
149,150,1,135.0,Eustáquio Gomes X Iguatemi,E. Gomes X Iguatemi /  Via Centro,Real Transportes Urbanos Ltda.,4201,607,2020-10-04 11:30:00,2020-10-04 11:46:00,60,57.0,volta
150,151,2,133.0,Eustáquio Gomes X Iguatemi,E. Gomes X Iguatemi (Somente Cartão),Real Transportes Urbanos Ltda.,4207,607,2020-10-04 11:30:00,2020-10-04 11:36:00,60,77.0,ida
151,152,2,133.0,Eustáquio Gomes X Iguatemi,E. Gomes X Iguatemi (Somente Cartão),Real Transportes Urbanos Ltda.,4207,607,2020-10-04 12:30:00,2020-10-04 12:53:00,60,56.0,volta
152,153,3,125.0,Eustáquio Gomes X Iguatemi,E. Gomes X Iguatemi /  Via Centro,Real Transportes Urbanos Ltda.,4204,607,2020-10-04 12:30:00,2020-10-04 12:26:00,60,66.0,ida
153,154,3,125.0,Eustáquio Gomes X Iguatemi,E. Gomes X Iguatemi /  Via Centro,Real Transportes Urbanos Ltda.,4204,607,2020-10-04 13:30:00,2020-10-04 13:32:00,60,59.0,volta
154,155,1,127.0,Eustáquio Gomes X Iguatemi,E. Gomes X Iguatemi /  Via Centro,Real Transportes Urbanos Ltda.,4221,607,2020-10-04 14:30:00,2020-10-04 14:32:00,60,69.0,ida
155,156,1,127.0,Eustáquio Gomes X Iguatemi,E. Gomes X Iguatemi /  Via Centro,Real Transportes Urbanos Ltda.,4221,607,2020-10-04 15:30:00,2020-10-04 15:41:00,50,58.0,volta
156,157,1,137.0,Eustáquio Gomes X Iguatemi,E. Gomes X Iguatemi /  Via Centro,Real Transportes Urbanos Ltda.,4221,607,2020-10-04 16:20:00,2020-10-04 16:43:00,60,73.0,ida
157,158,1,137.0,Eustáquio Gomes X Iguatemi,E. Gomes X Iguatemi /  Via Centro,Real Transportes Urbanos Ltda.,4221,607,2020-10-04 17:20:00,2020-10-04 17:56:00,60,64.0,volta
158,159,3,137.0,Eustáquio Gomes X Iguatemi,E. Gomes X Iguatemi /  Via Centro,Real Transportes Urbanos Ltda.,4417,607,2020-10-04 17:50:00,2020-10-04 17:49:00,60,76.0,ida
159,160,3,137.0,Eustáquio Gomes X Iguatemi,E. Gomes X Iguatemi /  Via Centro,Real Transportes Urbanos Ltda.,4417,607,2020-10-04 18:50:00,2020-10-04 19:06:00,60,60.0,volta
160,161,1,124.0,Eustáquio Gomes X Iguatemi,E. Gomes X Iguatemi/Jardins/UFAL,Real Transportes Urbanos Ltda.,4221,607,2020-10-04 19:20:00,2020-10-04 19:19:00,60,65.0,ida
161,162,1,124.0,Eustáquio Gomes X Iguatemi,E. Gomes X Iguatemi /  Via Centro,Real Transportes Urbanos Ltda.,4221,607,2020-10-04 20:20:00,2020-10-04 20:24:00,60,59.0,volta
162,163,3,116.0,Eustáquio Gomes X Iguatemi,E. Gomes X Iguatemi /  Via Centro,Real Transportes Urbanos Ltda.,4417,607,2020-10-04 20:50:00,2020-10-04 20:47:00,60,65.0,ida
163,164,3,116.0,Eustáquio Gomes X Iguatemi,E. Gomes X Iguatemi /  Via Centro,Real Transportes Urbanos Ltda.,4417,607,2020-10-04 21:50:00,2020-10-04 21:52:00,60,51.0,volta
164,165,1,146.0,Corujão Benedito Bentes X Ponta Verde / E. Gomes,B. Bentes X P.Verde Corujão,Real Transportes Urbanos Ltda.,4190,796,2020-10-04 00:00:00,2020-10-04 00:00:00,75,91.0,ida
165,166,1,146.0,Corujão Benedito Bentes X Ponta Verde / E. Gomes,B. Bentes X P.Verde Corujão,Real Transportes Urbanos Ltda.,4190,796,2020-10-04 01:15:00,2020-10-04 01:32:00,75,54.0,volta
166,167,1,142.0,Corujão Benedito Bentes X Ponta Verde / E. Gomes,B. Bentes X P.Verde Corujão,Real Transportes Urbanos Ltda.,4190,796,2020-10-04 03:00:00,2020-10-04 03:02:00,75,85.0,ida
167,168,1,142.0,Corujão Benedito Bentes X Ponta Verde / E. Gomes,B. Bentes X P.Verde Corujão,Real Transportes Urbanos Ltda.,4190,796,2020-10-04 04:15:00,2020-10-04 04:28:00,75,56.0,volta
168,169,1,18.0,Cidade Sorriso I X Terminal Integrado B.Bentes,Cid. Sorriso I X T.I B. Bentes (Somente Cartão),Real Transportes Urbanos Ltda.,4058,804,2020-10-04 05:00:00,2020-10-04 05:00:00,15,7.0,ida
169,170,1,18.0,Cidade Sorriso I X Terminal Integrado B.Bentes,Cid. Sorriso I X T.I B. Bentes (Somente Cartão),Real Transportes Urbanos Ltda.,4058,804,2020-10-04 05:15:00,2020-10-04 05:08:00,15,10.0,volta
170,171,1,21.0,Cidade Sorriso I X Terminal Integrado B.Bentes,Cid. Sorriso I X T.I B. Bentes (Somente Cartão),Real Transportes Urbanos Ltda.,4058,804,2020-10-04 06:30:00,2020-10-04 06:33:00,15,8.0,ida
171,172,1,21.0,Cidade Sorriso I X Terminal Integrado B.Bentes,Cid. Sorriso I X T.I B. Bentes (Somente Cartão),Real Transportes Urbanos Ltda.,4058,804,2020-10-04 06:45:00,2020-10-04 06:41:00,15,13.0,volta
172,173,1,31.0,Cidade Sorriso I X Terminal Integrado B.Bentes,Cid. Sorriso I X T.I B. Bentes (Somente Cartão),Real Transportes Urbanos Ltda.,4058,804,2020-10-04 08:00:00,2020-10-04 08:09:00,15,14.0,ida
173,174,1,31.0,Cidade Sorriso I X Terminal Integrado B.Bentes,Cid. Sorriso I X T.I B. Bentes (Somente Cartão),Real Transportes Urbanos Ltda.,4058,804,2020-10-04 08:15:00,2020-10-04 08:23:00,15,17.0,volta
174,175,1,38.0,Cidade Sorriso I X Terminal Integrado B.Bentes,Cid. Sorriso I X T.I B. Bentes (Somente Cartão),Real Transportes Urbanos Ltda.,4058,804,2020-10-04 09:30:00,2020-10-04 09:27:00,15,24.0,ida
175,176,1,38.0,Cidade Sorriso I X Terminal Integrado B.Bentes,Cid. Sorriso I X T.I B. Bentes (Somente Cartão),Real Transportes Urbanos Ltda.,4058,804,2020-10-04 09:45:00,2020-10-04 09:51:00,15,14.0,volta
176,177,1,43.0,Cidade Sorriso I X Terminal Integrado B.Bentes,Cid. Sorriso I X T.I B. Bentes (Somente Cartão),Real Transportes Urbanos Ltda.,4058,804,2020-10-04 11:00:00,2020-10-04 10:56:00,15,,ida
177,178,1,43.0,Cidade Sorriso I X Terminal Integrado B.Bentes,Cid. Sorriso I X T.I B. Bentes (Somente Cartão),Real Transportes Urbanos Ltda.,4058,804,2020-10-04 11:15:00,,15,,volta
178,179,1,36.0,Cidade Sorriso I X Terminal Integrado B.Bentes,Cid. Sorriso I X T.I B. Bentes (Somente Cartão),Real Transportes Urbanos Ltda.,4058,804,2020-10-04 12:30:00,2020-10-04 12:26:00,15,,ida
179,180,1,36.0,Cidade Sorriso I X Terminal Integrado B.Bentes,Cid. Sorriso I X T.I B. Bentes (Somente Cartão),Real Transportes Urbanos Ltda.,4058,804,2020-10-04 12:45:00,,15,,volta
180,181,1,27.0,Cidade Sorriso I X Terminal Integrado B.Bentes,Cid. Sorriso I X T.I B. Bentes (Somente Cartão),Real Transportes Urbanos Ltda.,4058,804,2020-10-04 14:00:00,2020-10-04 14:00:00,15,15.0,ida
181,182,1,27.0,Cidade Sorriso I X Terminal Integrado B.Bentes,Cid. Sorriso I X T.I B. Bentes (Somente Cartão),Real Transportes Urbanos Ltda.,4058,804,2020-10-04 14:15:00,2020-10-04 14:15:00,15,12.0,volta
182,183,1,27.0,Cidade Sorriso I X Terminal Integrado B.Bentes,Cid. Sorriso I X T.I B. Bentes (Somente Cartão),Real Transportes Urbanos Ltda.,4058,804,2020-10-04 15:30:00,2020-10-04 15:30:00,15,12.0,ida
183,184,1,27.0,Cidade Sorriso I X Terminal Integrado B.Bentes,Cid. Sorriso I X T.I B. Bentes (Somente Cartão),Real Transportes Urbanos Ltda.,4058,804,2020-10-04 15:45:00,2020-10-04 15:42:00,15,15.0,volta
184,185,1,26.0,Cidade Sorriso I X Terminal Integrado B.Bentes,Cid. Sorriso I X T.I B. Bentes (Somente Cartão),Real Transportes Urbanos Ltda.,4058,804,2020-10-04 17:00:00,2020-10-04 17:00:00,15,,ida
185,186,1,26.0,Cidade Sorriso I X Terminal Integrado B.Bentes,Cid. Sorriso I X T.I B. Bentes (Somente Cartão),Real Transportes Urbanos Ltda.,4058,804,2020-10-04 17:15:00,,15,,volta
186,187,1,30.0,Cidade Sorriso I X Terminal Integrado B.Bentes,Cid. Sorriso I X T.I B. Bentes (Somente Cartão),Real Transportes Urbanos Ltda.,4058,804,2020-10-04 18:30:00,2020-10-04 18:31:00,15,14.0,ida
187,188,1,30.0,Cidade Sorriso I X Terminal Integrado B.Bentes,Cid. Sorriso I X T.I B. Bentes (Somente Cartão),Real Transportes Urbanos Ltda.,4058,804,2020-10-04 18:45:00,2020-10-04 18:46:00,15,15.0,volta
188,189,1,27.0,Cidade Sorriso I X Terminal Integrado B.Bentes,Cid. Sorriso I X T.I B. Bentes (Somente Cartão),Real Transportes Urbanos Ltda.,4058,804,2020-10-04 20:00:00,2020-10-04 20:02:00,15,14.0,ida
189,190,1,27.0,Cidade Sorriso I X Terminal Integrado B.Bentes,Cid. Sorriso I X T.I B. Bentes (Somente Cartão),Real Transportes Urbanos Ltda.,4058,804,2020-10-04 20:15:00,2020-10-04 20:17:00,15,12.0,volta
190,191,1,28.0,Cidade Sorriso I X Terminal Integrado B.Bentes,Cid. Sorriso I X T.I B. Bentes (Somente Cartão),Real Transportes Urbanos Ltda.,4058,804,2020-10-04 21:30:00,2020-10-04 21:31:00,15,16.0,ida
191,192,1,28.0,Cidade Sorriso I X Terminal Integrado B.Bentes,Cid. Sorriso I X T.I B. Bentes (Somente Cartão),Real Transportes Urbanos Ltda.,4058,804,2020-10-04 21:45:00,2020-10-04 21:47:00,15,12.0,volta
192,193,1,,Cidade Sorriso I X Terminal Integrado B.Bentes,Cid. Sorriso I X T.I B. Bentes (Somente Cartão),Real Transportes Urbanos Ltda.,4058,804,2020-10-04 23:00:00,2020-10-04 23:25:00,15,-12.0,ida
193,194,1,,Cidade Sorriso I X Terminal Integrado B.Bentes,Cid. Sorriso I X T.I B. Bentes (Somente Cartão),Real Transportes Urbanos Ltda.,4058,804,2020-10-04 23:15:00,2020-10-04 23:14:00,15,10.0,volta
194,195,1,8.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 04:10:00,2020-10-04 04:11:00,10,8.0,volta
195,196,1,15.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 04:20:00,2020-10-04 04:23:00,10,7.0,ida
196,197,1,15.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 04:30:00,2020-10-04 04:31:00,10,7.0,volta
197,198,1,13.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 05:00:00,2020-10-04 05:03:00,10,5.0,ida
198,199,1,13.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 05:10:00,2020-10-04 05:09:00,10,7.0,volta
199,200,1,15.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 05:40:00,2020-10-04 05:42:00,10,7.0,ida
200,201,1,15.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 05:50:00,2020-10-04 05:50:00,10,7.0,volta
201,202,1,16.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 06:20:00,2020-10-04 06:22:00,10,8.0,ida
202,203,1,16.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 06:30:00,2020-10-04 06:31:00,10,7.0,volta
203,204,1,15.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 07:00:00,2020-10-04 07:02:00,10,7.0,ida
204,205,1,15.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 07:10:00,2020-10-04 07:10:00,10,7.0,volta
205,206,1,18.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 07:40:00,2020-10-04 07:41:00,10,8.0,ida
206,207,1,18.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 07:50:00,2020-10-04 07:50:00,10,9.0,volta
207,208,1,20.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 08:20:00,2020-10-04 08:21:00,10,9.0,ida
208,209,1,20.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 08:30:00,2020-10-04 08:31:00,10,10.0,volta
209,210,1,27.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 09:10:00,2020-10-04 09:11:00,10,17.0,ida
210,211,1,27.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 09:20:00,2020-10-04 09:29:00,10,9.0,volta
211,212,1,29.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 10:00:00,2020-10-04 10:02:00,10,19.0,ida
212,213,1,29.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 10:10:00,2020-10-04 10:22:00,10,9.0,volta
213,214,1,29.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 10:50:00,2020-10-04 10:53:00,10,22.0,ida
214,215,1,29.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 11:00:00,2020-10-04 11:15:00,10,7.0,volta
215,216,1,31.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 11:40:00,2020-10-04 11:41:00,10,21.0,ida
216,217,1,31.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 11:50:00,2020-10-04 12:03:00,10,9.0,volta
217,218,1,24.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 12:30:00,2020-10-04 12:28:00,10,14.0,ida
218,219,1,24.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 12:40:00,2020-10-04 12:43:00,10,9.0,volta
219,220,1,16.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 13:20:00,2020-10-04 13:21:00,10,8.0,ida
220,221,1,16.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 13:30:00,2020-10-04 13:30:00,10,7.0,volta
221,222,1,15.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 14:10:00,2020-10-04 14:13:00,10,8.0,ida
222,223,1,15.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 14:20:00,2020-10-04 14:21:00,10,7.0,volta
223,224,1,16.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 15:00:00,2020-10-04 15:00:00,10,7.0,ida
224,225,1,16.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 15:10:00,2020-10-04 15:08:00,10,8.0,volta
225,226,1,17.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 15:50:00,2020-10-04 15:51:00,10,8.0,ida
226,227,1,17.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 16:00:00,2020-10-04 16:00:00,10,8.0,volta
227,228,1,17.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 16:40:00,2020-10-04 16:42:00,10,7.0,ida
228,229,1,17.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 16:50:00,2020-10-04 16:51:00,10,8.0,volta
229,230,1,20.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 17:30:00,2020-10-04 17:32:00,10,7.0,ida
230,231,1,20.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 17:40:00,2020-10-04 17:40:00,10,12.0,volta
231,232,1,17.0,Guaxuma X T.Integrado B.Bentes,Guaxuma X T. I. B. Bentes - (Somente Cartão),Real Transportes Urbanos Ltda.,4082,805,2020-10-04 18:30:00,2020-10-04 18:30:00,10,8.0,ida
